movie_name,message_id,date,channel_id,quality,size,language
Avatar.Fire.and.Ash.2025.1080p.HEVC.HDTC.Hindi-Multi.LiNE.x265,5779,2025-12-21,-1002337293281,1080p,Unknown,Hindi
Avatar.Fire.and.Ash.2025.720p.HDTC.Hindi-Multi.LiNE.x264,5778,2025-12-21,-1002337293281,720p,Unknown,Hindi
Avatar.Fire.and.Ash.2025.720p.HEVC.HDTC.Hindi-Multi.LiNE.x265,5777,2025-12-21,-1002337293281,720p,Unknown,Hindi
Avatar.Fire.and.Ash.2025.480p.HDTC.Hindi-Multi.LiNE.x264,5776,2025-12-21,-1002337293281,480p,Unknown,Hindi
Bhay The Gaurav Tiwari Mystery S01 480p Hindi WEB DL ESub x264,5775,2025-12-21,-1002337293281,480p,Unknown,Hindi
Bhay The Gaurav Tiwari Mystery S01 720p HEVC Hindi WEB DL 5 1 ESub,5774,2025-12-21,-1002337293281,720p,Unknown,Hindi
Bhay The Gaurav Tiwari Mystery S01 720p Hindi WEB DL 5 1 ESub x264,5773,2025-12-21,-1002337293281,720p,Unknown,Hindi
The Great Indian Kapil Show S04E01 Desi Girl Global Swag Priyanka,5772,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S04E01 Desi Girl Global Swag Priyanka,5771,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S04E01 Desi Girl Global Swag Priyanka,5770,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show 2025 S04E01 Desi Girl Global Swa,5769,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S04E01 1080p NF WEB DL DDP5,5768,2025-12-21,-1002337293281,1080p,Unknown,Unknown
The Great Indian Kapil Show S04E01 1080p NF WEB DL D,5767,2025-12-21,-1002337293281,1080p,Unknown,Unknown
The Great Indian Kapil Show S02E13 720p NF WEB DL DDP5 1 AV1,5766,2025-12-21,-1002337293281,720p,Unknown,Unknown
The Great Indian Kapil Show S01 E08 WebRip 480p x265 HEVC 10,5765,2025-12-21,-1002337293281,480p,Unknown,Unknown
The Great Indian Kapil Show S01 E08 WebRip 720p Hindi AAC 5,5764,2025-12-21,-1002337293281,720p,Unknown,Hindi
The Great Indian Kapil Show S01E08 The Perfect Artist Ed She,5763,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S01E02 Cricket Fever Rohit and S,5762,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S01E01 Ranbir Th,5761,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S01E01 Ranbir Th,5760,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S01E02 Cricket Fever Rohit and S,5759,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S01E02 Cricket Fever Rohit and S,5758,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S01 E02 WebRip 480p x265 HEVC 10,5757,2025-12-21,-1002337293281,480p,Unknown,Unknown
The Great Indian Kapil Show S01 E02 WebRip 720p Hindi AAC 5,5756,2025-12-21,-1002337293281,720p,Unknown,Hindi
The Great Indian Kapil Show 2024 S01E02 1080p HEVC HDRip Hindi AAC,5755,2025-12-21,-1002337293281,1080p,Unknown,Hindi
The Great Indian Kapil Show S01 E03 WebRip 480p x265 HEVC 10,5754,2025-12-21,-1002337293281,480p,Unknown,Unknown
The Great Indian Kapil Show S01 E03 WebRip 720p Hindi AAC 5,5753,2025-12-21,-1002337293281,720p,Unknown,Hindi
The Great Indian Kapil Show S01 E04 WebRip 480p x265 HEVC 10,5752,2025-12-21,-1002337293281,480p,Unknown,Unknown
The Great Indian Kapil Show S01 E04 WebRip 720p Hindi AAC 5,5751,2025-12-21,-1002337293281,720p,Unknown,Hindi
The Great Indian Kapil Show S01 E05 WebRip 480p x265 HEVC 10,5750,2025-12-21,-1002337293281,480p,Unknown,Unknown
The Great Indian Kapil Show S01 E05 WebRip 720p Hindi AAC 5,5749,2025-12-21,-1002337293281,720p,Unknown,Hindi
The Great Indian Kapil Show S01E05 Aamir Unlimited 1080p NF,5748,2025-12-21,-1002337293281,1080p,Unknown,Unknown
The Great Indian Kapil Show 2024 S01 E07 Diamonds of Heeramandi,5747,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show 2024 S01 E07 Diamonds of Heeramandi,5746,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show 2024 S01E09 1080p NF WEB Rip,5745,2025-12-21,-1002337293281,1080p,Unknown,Unknown
The Great Indian Kapil Show S01 E09 WebRip 480p x265 HEVC 10,5744,2025-12-21,-1002337293281,480p,Unknown,Unknown
The Great Indian Kapil Show S01 E09 WebRip 720p Hindi AAC 5,5743,2025-12-21,-1002337293281,720p,Unknown,Hindi
The Great Indian Kapil Show S01E09 1080p NF WEB DL DDP5 1 H,5742,2025-12-21,-1002337293281,1080p,Unknown,Unknown
The Great Indian Kapil Show S01E10 Perfect Partnership Jan,5741,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S01E10 Perfect Partnership Jan,5740,2025-12-21,-1002337293281,Unknown,Unknown,Unknown
The Great Indian Kapil Show S03E02 1080p NF WEB DL DDP5 1 H,5737,2025-12-21,-1002337293281,1080p,Unknown,Unknown
The Great Indian Kapil Show S03E03 1080p NF WEB DL DDP5 1 H,5736,2025-12-21,-1002337293281,1080p,Unknown,Unknown
The Great Indian Kapil Show S03E03 720p NF WEB DL AAC5 1 H 2,5735,2025-12-21,-1002337293281,720p,Unknown,Unknown
The Great Indian Kapil Show S03 720p NF WEB DL AAC2 0 H 265 ExtraFlix,5734,2025-12-21,-1002337293281,720p,Unknown,Unknown
The Great Indian Kapil Show S03 480p NF WEB DL AAC2 0 H 264 ExtraFlix,5733,2025-12-21,-1002337293281,480p,Unknown,Unknown
GRHNSKMHD_2021_www_SkymoviesHD_Mx_720p_HEVC_HDRip_Hindi_S01E05T08,5732,2025-12-20,-1002337293281,720p,Unknown,Hindi
GRHNSKMHD_2021_www_SkymoviesHD_Mx_720p_HEVC_HDRip_Hindi_S01E01T04,5731,2025-12-20,-1002337293281,720p,Unknown,Hindi
GRHNSKMHD_2021_www_SkymoviesHD_Mx_480p_HEVC_HDRip_Hindi_S01E05T08,5730,2025-12-20,-1002337293281,480p,Unknown,Hindi
GRHNSKMHD_2021_www_SkymoviesHD_Mx_480p_HEVC_HDRip_Hindi_S01E01T04,5729,2025-12-20,-1002337293281,480p,Unknown,Hindi
Call Me Bae (2024) 720p HEVC HDRip Hindi S01 Complete Web,5728,2025-12-20,-1002337293281,720p,Unknown,Hindi
Call Me Bae (2024) 480p HEVC HDRip Hindi S01 Complete Web,5727,2025-12-20,-1002337293281,480p,Unknown,Hindi
Christy_2023_UNCUT_1080p_HDRip_South_Movie_ORG_Dual_Audio_Hindi,5726,2025-12-20,-1002337293281,1080p,Unknown,ORG
Christy_2023_UNCUT_720p_HDRip_South_Movie_ORG_Dual_Audio_Hindi_or,5725,2025-12-20,-1002337293281,720p,Unknown,ORG
Middle_Class_Love_2022_Hindi_1080p_WebRip_Full_Bollywood_Movie_x264,5724,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Middle_Class_Love_2022_Hindi_720p_WebRip_Full_Bollywood_Movie_x264,5723,2025-12-20,-1002337293281,720p,Unknown,Hindi
Ginny Weds Sunny (2020) 1080p WEB-DL Hindi ESub x264,5722,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Ginny Weds Sunny (2020) 720p WEB-DL Hindi ESub x264,5721,2025-12-20,-1002337293281,720p,Unknown,Hindi
Ginny Weds Sunny (2020) 480p WEB-DL Hindi ESub x264,5720,2025-12-20,-1002337293281,480p,Unknown,Hindi
Yaariyan_2014_Hindi_1080p_BluRay_x264_AAC_5_1_ESubs_Full_Bollywood,5719,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Yaariyan_2014_Hindi_720p_HEVC_BluRay_x265_AAC_ESubs_Full_Bollywood,5718,2025-12-20,-1002337293281,720p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 1080p x264 AAC CineVood,5717,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 480p x264 AAC CineVood,5716,2025-12-20,-1002337293281,480p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 720p x264 AAC CineVood,5715,2025-12-20,-1002337293281,720p,Unknown,Hindi
120-Bahadur.2025.1080p.HEVC.V2.HDTC.Hindi-CLEAN.x265,5714,2025-12-20,-1002337293281,1080p,Unknown,Hindi
120-Bahadur.2025.720p.V2.HDTC.Hindi-CLEAN.x264-HDHub,5713,2025-12-20,-1002337293281,720p,Unknown,Hindi
120-Bahadur.2025.720p.HEVC.V2.HDTC.Hindi-CLEAN.x265-,5712,2025-12-20,-1002337293281,720p,Unknown,Hindi
120-Bahadur.2025.480p.V2.HDTC.Hindi-CLEAN.x264-HDHub,5711,2025-12-20,-1002337293281,480p,Unknown,Hindi
Chainsaw Man - The Movie Reze Arc 2025 1080p DS4K SDR 10bit MA WEBRip ENGLISH DDP5.1 Atmos x265 HE,5710,2025-12-20,-1002337293281,1080p,Unknown,ENGLISH
Chainsaw Man - The Movie Reze Arc 2025 1080p DS4K SDR 10bit MA WEBRip HINDI DDP5.1 Atmos.x265 HEVC,5709,2025-12-20,-1002337293281,1080p,Unknown,HINDI
Bhairathi Ranagal (2024) UNCUT WEBRip Hindi 720p x265 HEVC HE-AAC 2.0 CineVood,5708,2025-12-20,-1002337293281,720p,Unknown,Hindi
Bhairathi Ranagal (2024) UNCUT WEBRip Hindi 480p x264 AVC HE-AAC 2.0 CineVood,5707,2025-12-20,-1002337293281,480p,Unknown,Hindi
Me No Pause Me Play 2025 Hindi HDTC 1080p x264 AAC CineVood,5706,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Me No Pause Me Play 2025 Hindi HDTC 1080p 10bit x265 HEVC CineVood,5705,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Me No Pause Me Play 2025 Hindi HDTC 720p x264 AAC CineVood,5704,2025-12-20,-1002337293281,720p,Unknown,Hindi
Me No Pause Me Play 2025 Hindi HDTC 720p x265 HEVC CineVood,5703,2025-12-20,-1002337293281,720p,Unknown,Hindi
Me No Pause Me Play 2025 Hindi HDTC 480p x264 AAC CineVood,5702,2025-12-20,-1002337293281,480p,Unknown,Hindi
Fakireeyat 2025 Hindi HDTC 1080p x264 AAC HC-ESub CineVood,5701,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Fakireeyat 2025 Hindi HDTC 1080p 10bit x265 HEVC HC-ESub CineVood,5700,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Fakireeyat 2025 Hindi HDTC 720p x264 AAC HC-ESub CineVood,5699,2025-12-20,-1002337293281,720p,Unknown,Hindi
Fakireeyat 2025 Hindi HDTC 720p x265 HEVC HC-ESub CineVood,5698,2025-12-20,-1002337293281,720p,Unknown,Hindi
Fakireeyat 2025 Hindi HDTC 480p x264 AAC HC-ESub CineVood,5697,2025-12-20,-1002337293281,480p,Unknown,Hindi
Kaisi Ye Paheli 2025 Hindi HDTC 1080p x264 AVC HC-ESub CineVood,5696,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Kaisi Ye Paheli 2025 Hindi HDTC 1080p x264 AAC HC-ESub CineVood,5695,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Kaisi Ye Paheli 2025 Hindi HDTC 1080p 10bit x265 HEVC HC-ESub CineVood,5694,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Kaisi Ye Paheli 2025 Hindi HDTC 720p x264 AAC HC-ESub CineVood,5693,2025-12-20,-1002337293281,720p,Unknown,Hindi
Kaisi Ye Paheli 2025 Hindi HDTC 720p x265 HEVC HC-ESub CineVood,5692,2025-12-20,-1002337293281,720p,Unknown,Hindi
Kaisi Ye Paheli 2025 Hindi HDTC 480p x264 AAC HC-ESub CineVood,5691,2025-12-20,-1002337293281,480p,Unknown,Hindi
Playing.Gracie.Darling.S01.720p.NF.WEB-DL.DUAL.AAC5.1.H.264-ExtraFlix.Pw.Black.D3ath,5690,2025-12-20,-1002337293281,720p,Unknown,Unknown
Playing.Gracie.Darling.S01.720p.NF.WEB-DL.DUAL.AAC2.0.H.265-ExtraFlix.Pw.Black.D3ath,5689,2025-12-20,-1002337293281,720p,Unknown,Unknown
Playing.Gracie.Darling.S01.480p.NF.WEB-DL.DUAL.AAC2.0.H.264-ExtraFlix.Pw.Black.D3ath,5688,2025-12-20,-1002337293281,480p,Unknown,Unknown
Troll.2022.1080p.NF.WEB-DL.DUAL.DDP5.1.H.265-ExtraFlix.Pw,5687,2025-12-20,-1002337293281,1080p,Unknown,Unknown
Troll.2022.1080p.NF.WEB-DL.DUAL.DDP5.1.H.264-ExtraFlix.Pw,5686,2025-12-20,-1002337293281,1080p,Unknown,Unknown
Troll.2022.720p.NF.WEB-DL.DUAL.AAC5.1.H.264-ExtraFlix.Pw,5685,2025-12-20,-1002337293281,720p,Unknown,Unknown
Troll.2022.720p.NF.WEB-DL.DUAL.AAC2.0.H.265-ExtraFlix.Pw,5684,2025-12-20,-1002337293281,720p,Unknown,Unknown
Troll.2022.480p.NF.WEB-DL.DUAL.AAC2.0.H.264-ExtraFlix.Pw,5683,2025-12-20,-1002337293281,480p,Unknown,Unknown
Troll.2.2025.1080p.NF.WEB-DL.DUAL.DDP5.1.H.265-ExtraFlix.Pw,5682,2025-12-20,-1002337293281,1080p,Unknown,Unknown
Troll.2.2025.1080p.NF.WEB-DL.DUAL.DDP5.1.H.264-ExtraFlix.Pw,5681,2025-12-20,-1002337293281,1080p,Unknown,Unknown
Troll.2.2025.720p.NF.WEB-DL.DUAL.AAC5.1.H.264-ExtraFlix.Pw,5680,2025-12-20,-1002337293281,720p,Unknown,Unknown
King of Kotha 2023 HQ S-Print 480p Hindi (ORG Audio) x264 AA,5679,2025-12-20,-1002337293281,480p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 1080p x264 AAC CineVood,5678,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 480p x264 AAC CineVood,5677,2025-12-20,-1002337293281,480p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 720p x264 AAC CineVood,5676,2025-12-20,-1002337293281,720p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 1080p x264 AAC CineVood,5675,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 480p x264 AAC CineVood,5674,2025-12-20,-1002337293281,480p,Unknown,Hindi
Dhurandhar 2025 Hindi HDTC 720p x264 AAC CineVood,5673,2025-12-20,-1002337293281,720p,Unknown,Hindi
120-Bahadur.2025.1080p.HEVC.V2.HDTC.Hindi-CLEAN.x265,5672,2025-12-20,-1002337293281,1080p,Unknown,Hindi
120-Bahadur.2025.720p.V2.HDTC.Hindi-CLEAN.x264-HDHub,5671,2025-12-20,-1002337293281,720p,Unknown,Hindi
120-Bahadur.2025.720p.HEVC.V2.HDTC.Hindi-CLEAN.x265-,5670,2025-12-20,-1002337293281,720p,Unknown,Hindi
120-Bahadur.2025.480p.V2.HDTC.Hindi-CLEAN.x264-HDHub,5669,2025-12-20,-1002337293281,480p,Unknown,Hindi
Americana (2025) 1080p 10bit BluRay HEVC x265 AMZN Hindi DDP5.1 + English DDP5.1 ESub ~ LUCi ~ P,5668,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Americana (2025) 720p 10bit BluRay HEVC x265 AMZN Hindi DDP5.1 + English AAC2.0 ESub ~ LUCi ~ Pa,5667,2025-12-20,-1002337293281,720p,Unknown,Hindi
Americana.2023.1080p.BluRay.Hindi.5.1-English.5.1.ESub.x264-SkymoviesHD.Mba,5666,2025-12-20,-1002337293281,1080p,Unknown,Hindi
Americana.2023.720p.10Bit.BluRay.Hindi.5.1-English.HEVC.x265-SkymoviesHD.Mbad,5665,2025-12-20,-1002337293281,720p,Unknown,Hindi
Americana.2023.720p.BluRay.Hindi.5.1-English.5.1.ESub.x264-SkymoviesHD.Mba,5664,2025-12-20,-1002337293281,720p,Unknown,Hindi
Americana.2023.480p.BluRay.Hindi-English.ESub.x264-SkymoviesHD.Mba,5663,2025-12-20,-1002337293281,480p,Unknown,Hindi
Mamta.Child.Factory.2025.1080p.WEB-DL.HINDI.x264-SkymoviesHD,5662,2025-12-20,-1002337293281,1080p,Unknown,HINDI
Aaromaley.2025.480p.WEB-DL.HIN-TAM.AAC2.0.x264.ESub-SkymoviesHD,5661,2025-12-20,-1002337293281,480p,Unknown,Unknown
BRAT 2025 396p AMZN WEB DL DUAL AAC2 0 H 264 MSubs,5660,2025-12-19,-1002337293281,Unknown,Unknown,Hindi
BRAT 2025 720p AMZN WEB DL DUAL AAC2 0 H 265 MSubs,5659,2025-12-19,-1002337293281,720p,Unknown,Hindi
BRAT 2025 720p AMZN WEB DL DUAL DDP2 0 H 264 MSubs,5658,2025-12-19,-1002337293281,720p,Unknown,Hindi
BRAT 2025 1080p AMZN WEB DL DUAL DDP2 0 H 265 MSubs,5657,2025-12-19,-1002337293281,1080p,Unknown,Hindi
BRAT 2025 1080p AMZN WEB DL DUAL DDP2 0 H 264 MSubs,5656,2025-12-19,-1002337293281,1080p,Unknown,Hindi
World.War.Z.2013.1080p.Blu-Ray.DUAL.x264.AAC.ESub-SkymoviesHD.Mba,5655,2025-12-19,-1002337293281,1080p,Unknown,Unknown
World.War.Z.2013.720p.Blu-Ray.DUAL.x264.AAC.ESub-SkymoviesHD.Mba,5654,2025-12-19,-1002337293281,720p,Unknown,Unknown
World.War.Z.2013.720p.HEVC.Blu-Ray.DUAL.x265.AAC.ESub-SkymoviesHD.Mba,5653,2025-12-19,-1002337293281,720p,Unknown,Unknown
World.War.Z.2013.480p.Blu-Ray.DUAL.x264.AAC.ESub-SkymoviesHD.Mba,5652,2025-12-19,-1002337293281,480p,Unknown,Unknown
Balika.Badhu.1976.1080p.WeB-DL.Hindi.AAC.x264-SkymoviesHD,5651,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Balika.Badhu.1976.720p.WeB-DL.Hindi.AAC.x264-SkymoviesHD,5650,2025-12-19,-1002337293281,720p,Unknown,Hindi
Balika.Badhu.1976.720p.HEVC.WeB-DL.Hindi.AAC.x265-SkymoviesHD,5649,2025-12-19,-1002337293281,720p,Unknown,Hindi
Balika.Badhu.1976.480p.WeB-DL.Hindi.AAC.x264-SkymoviesHD,5648,2025-12-19,-1002337293281,480p,Unknown,Hindi
Nakshatra.2010.1080p.WeB-DL.Hindi.AAC5.1.x264.ESub-SkymoviesHD,5647,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Nakshatra.2010.720p.WeB-DL.Hindi.AAC5.1.x264.ESub-SkymoviesHD,5646,2025-12-19,-1002337293281,720p,Unknown,Hindi
Nakshatra.2010.720p.HEVC.WeB-DL.Hindi.AAC.x265.ESub-SkymoviesHD,5645,2025-12-19,-1002337293281,720p,Unknown,Hindi
Nakshatra.2010.480p.WeB-DL.Hindi.AAC.x264.ESub-SkymoviesHD,5644,2025-12-19,-1002337293281,480p,Unknown,Hindi
Mere.yaar.Ki.Shaadi.Hai.2002.720p.WEB-DL.HINDI.x264.AAC.5.1.ESub-SkymoviesHD,5643,2025-12-19,-1002337293281,720p,Unknown,HINDI
Mere.yaar.Ki.Shaadi.Hai.2002.1080p.WEB-DL.HINDI.x264.AAC.5.1.ESub-SkymoviesHD,5642,2025-12-19,-1002337293281,1080p,Unknown,HINDI
Mere.yaar.Ki.Shaadi.Hai.2002.720p.HEVC.WEB-DL.HINDI.x265.AAC.2.0.ESub-SkymoviesHD,5641,2025-12-19,-1002337293281,720p,Unknown,HINDI
Mere.yaar.Ki.Shaadi.Hai.2002.480p.WEB-DL.HINDI.x264.AAC.2.0.ESub-SkymoviesHD,5640,2025-12-19,-1002337293281,480p,Unknown,HINDI
Jamnapaar 2025 S02 COMBINED 1080p Hindi WebRip AAC,5631,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Jamnapaar 2025 S02 COMBINED 720p Hindi WebRip AAC,5630,2025-12-19,-1002337293281,720p,Unknown,Hindi
Jamnapaar 2025 S02 COMBINED 480p Hindi WebRip AAC,5629,2025-12-19,-1002337293281,480p,Unknown,Hindi
Jamnapaar 2024 S01 COMBINED 720p 10bit AMZN Rip x26,5628,2025-12-19,-1002337293281,720p,Unknown,Unknown
Jamnapaar S01 2024 Hindi Completed Series HEVC 720,5626,2025-12-19,-1002337293281,Unknown,Unknown,Hindi
Jamnapaar S01 2024 Hindi Completed Series HEVC 480,5625,2025-12-19,-1002337293281,Unknown,Unknown,Hindi
Jamnapaar COMBINED S01 E01 10 Rip 480p HEVC 10bit Hin,5624,2025-12-19,-1002337293281,480p,Unknown,Unknown
Jamnapaar S01 720p WEB DL H 265 DDP2 0 PrimeFix,5623,2025-12-19,-1002337293281,720p,Unknown,Unknown
Bhay The Gaurav Tiwari Story 2025 S01 COMBINED 1080p Hindi W,5622,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Bhay The Gaurav Tiwari Story 2025 S01 COMBINED 720p Hindi We,5621,2025-12-19,-1002337293281,720p,Unknown,Hindi
Bhay The Gaurav Tiwari Story 2025 S01 COMBINED 480p Hindi We,5620,2025-12-19,-1002337293281,480p,Unknown,Hindi
Mrs Deshpande (2025) S01 COMBINED 1080p Hindi Completed,5619,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Mrs Deshpande (2025) S01 COMBINED 720p Hindi Completed,5618,2025-12-19,-1002337293281,720p,Unknown,Hindi
Mrs Deshpande (2025) S01 COMBINED 480p Hindi Completed,5617,2025-12-19,-1002337293281,480p,Unknown,Hindi
Farzi (2023) S01 COMBiNED 720p 10bit AMZN WEBRip x265 HEVC Hindi AAC 5.1 ~ 192Kbps ESubs,5616,2025-12-19,-1002337293281,720p,Unknown,Hindi
Farzi S1 720p HEVC x265 Hindi AAC 2 0 ESubs,5615,2025-12-19,-1002337293281,720p,Unknown,Hindi
Yudhra (2024) 480p Hindi AAC x264 HDRip ESub,5614,2025-12-19,-1002337293281,480p,Unknown,Hindi
Yudhra (2024) Hindi 720p WEBRip x264 AAC ESub,5613,2025-12-19,-1002337293281,720p,Unknown,Hindi
Yudhra 2024 720p AMZN WEB DL DDP5 1 H 265 Telly,5612,2025-12-19,-1002337293281,720p,Unknown,Unknown
Yudhra (2024) AMZN WEBRip 1080p HINDI DD 5.1 x264 ESub,5611,2025-12-19,-1002337293281,1080p,Unknown,HINDI
Stranger Things S05V1 720p NF WEB DL DUAL AAC2 0 H 265 M,5610,2025-12-19,-1002337293281,720p,Unknown,English
Stranger Things (2017) S02 COMBINED 480p NF BluRay Dual Audio Hindi & English AAC 2.0 x264 Esub,5609,2025-12-19,-1002337293281,480p,Unknown,Dual Audio
Sector 36 (2024) Hindi 1080p NF HDRip x264 AAC ESubs,5608,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Sector 36 (2024) Hindi 720p NF HDRip x264 AAC ESubs,5607,2025-12-19,-1002337293281,720p,Unknown,Hindi
Sector 36 (2024) Hindi 480p NF HDRip x264 AAC ESubs,5606,2025-12-19,-1002337293281,480p,Unknown,Hindi
Major (2022) 1080p NF HDRip ORG Hindi AAC 5.1 x264 ESubs Full South Movie,5605,2025-12-19,-1002337293281,1080p,Unknown,ORG
Major (2022) 1080p 10Bit HEVC NF HDRip ORG Hindi AAC 5.1 x265 ESubs Full South Movie,5604,2025-12-19,-1002337293281,1080p,Unknown,ORG
Major (2022) 720p HEVC NF HDRip ORG Hindi AAC 5.1 x265 ESubs Full South Movie,5603,2025-12-19,-1002337293281,720p,Unknown,ORG
Major (2022) 480p NF HDRip ORG Hindi AAC 5.1 x264 ESubs Full South Movie,5602,2025-12-19,-1002337293281,480p,Unknown,ORG
A Time For Bravery (2025) Hindi NF WEB-DL 480p,5601,2025-12-19,-1002337293281,480p,Unknown,Hindi
A.Time.For.Bravery.2025.1080p.NF.WEB-DL.Hindi+Spanish.AAC5.1.AV1,5600,2025-12-19,-1002337293281,1080p,Unknown,Hindi
A Time For Bravery (2025) Hindi NF WEB-DL 720p,5599,2025-12-19,-1002337293281,720p,Unknown,Hindi
A Time For Bravery (2025) Hindi NF WEB-DL 1080p,5598,2025-12-19,-1002337293281,1080p,Unknown,Hindi
The Great Flood 2025 480p NF WEB DL DUAL AAC2 0 H 264 MSubs,5597,2025-12-19,-1002337293281,480p,Unknown,Hindi
The Great Flood 2025 720p NF WEB DL DUAL AAC2 0 H 265 MSubs,5596,2025-12-19,-1002337293281,720p,Unknown,Hindi
The Great Flood 2025 720p NF WEB DL DUAL AAC5 1 H 264 MSubs,5595,2025-12-19,-1002337293281,720p,Unknown,Hindi
The Great Flood 2025 1080p NF WEB DL DUAL AAC5 1 H 265 MSubs,5594,2025-12-19,-1002337293281,1080p,Unknown,Hindi
90s S01 LQ 1080p NF WEB DL DUAL DDP5 1 H 265 MSubs,5593,2025-12-19,-1002337293281,1080p,Unknown,Hindi
90s S01 720p NF WEB DL DUAL AAC5 1 H 264 MSubs,5592,2025-12-19,-1002337293281,720p,Unknown,Hindi
90s S01 480p NF WEB DL DUAL AAC2 0 H 264 MSubs,5591,2025-12-19,-1002337293281,480p,Unknown,Hindi
Raat Akeli Hai The Bansal Murders 2025 720p NF WEB DL Hindi,5590,2025-12-19,-1002337293281,720p,Unknown,Hindi
Raat Akeli Hai The Bansal Murders 2025 1080p NF WEB DL Hindi,5589,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Raat Akeli Hai The Bansal Murders 2025 1080p NF WEB DL Hindi,5588,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Little Hearts 2025 480p NF WEB DL DUAL AAC2 0 H 264 Extr,5587,2025-12-19,-1002337293281,480p,Unknown,Hindi
Little Hearts 2025 720p NF WEB DL DUAL DDP5 1 H 264 MSubs,5586,2025-12-19,-1002337293281,720p,Unknown,Hindi
Little Hearts 2025 720p NF WEB DL MULTI DDP5 1 AV1 LRTX,5585,2025-12-19,-1002337293281,720p,Unknown,Hindi
Little Hearts 2025 1080p NF WEB DL DUAL DDP5 1 AV1 MSubs,5584,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Little Hearts 2025 1080p NF WEB DL DUAL DDP5 1 H 265 Arc,5583,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Little Hearts 2025 1080p NF WEB DL MULTI DDP5 1 AV1 LRTX,5582,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Date with Saie (2025) Hindi WEBRip x264 AAC 400MB ESub,5581,2025-12-19,-1002337293281,Unknown,400 MB,Hindi
Date With Saie 2025 720p ZEE5 WEB DL DUAL AAC2 0 H 265 MSubs,5580,2025-12-19,-1002337293281,720p,Unknown,Hindi
Date With Saie 2025 720p ZEE5 WEB DL DUAL DDP5 1 H 264 MSubs,5579,2025-12-19,-1002337293281,720p,Unknown,Hindi
Date With Saie 2025 1080p ZEE5 WEB DL DUAL DDP5 1 H 265 MSub,5578,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Date with Saie 2025 1080p ZEE5 WEB DL DUAL DDP5 1 H 264 MSub,5577,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Date With Saie 2025 1080p ZEE5 WEB DL MULTi DDP5 1 H 264 MSu,5576,2025-12-19,-1002337293281,1080p,Unknown,Hindi
Date with Saie 2025 2160p ZEE5 WEB DL Multi DDP5 1 H 265 MSu,5575,2025-12-19,-1002337293281,2160p,Unknown,Hindi
